Titel,Datum,Plaats van publicatie,Publicatie,Publicatietype,Lengte,Sectie,Lengte.1,Landen,Auteur,Agg-copyright,Cite,Bedrijf,Titel.1,Hlead,Publicatie.1,Publicatietype.1,Pub-copyright,Weergeven,Termen,Ticker,Hyperlink,Source,Publicatie_unique,Article_ID
Beppie Melissen uit Oogappels: ’Je kunt niet verwachten dat je nog nagefloten wordt’ VROUW Glossy,2023-05-16,International,De Telegraaf.nl,News,777,VROUW; GLOSSY,777,"Netherlands, Kingdom of the",Jill Waas,,,,Beppie Melissen uit Oogappels: ’Je kunt niet verwachten dat je nog nagefloten wordt’ VROUW Glossy,"Beppie Melissen uit Oogappels: ’Je kunt niet verwachten dat je nog nagefloten wordt’ VROUW Glossy Het wordt alleen maar leuker na je zestigste, daar weet vedette Beppie Melissen (71) alles van. Ze flirt nog volop met het leven. Beppie was recent te zien in tv-series als ’Oogappels’ en ’Moedermaffia’ en speelde in vele films. Dit najaar verschijnt ze met Sabri Saad El Hamus in de romantische film ’Rocco & Sjuul’. Ze woont samen. Leuk ouder worden…",De Telegraaf.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:687S-GV31-JBNJ-204D-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2022-2024 hele sample.XLSX,Telegraaf,1415
Mariken Heitman doet examen biologie: ‘Wanneer gaat het nou eens over de clitoris?’,2023-05-24,International,De Volkskrant.nl,News,584,,584,"Netherlands, Kingdom of the","Laura Hoogenraad, Iva Venneman",,,,Mariken Heitman doet examen biologie: ‘Wanneer gaat het nou eens over de clitoris?’,"Mariken Heitman doet examen biologie: ‘Wanneer gaat het nou eens over de clitoris?’ De eindexamens in het voortgezet onderwijs zijn op stoom. Schrijver en bioloog Mariken Heitman (40) buigt zich over het vmbo-eindexamen biologie voor de gemengde en theoretische leerweg. Mariken Heitman moest een beetje lachen toen ze aankwam bij de vraag over de menselijke voortplanting in het vmbo-examen biologie. ‘Bij de vrouw gaat het over zwangerschap en de groei van de baby en bij de man vragen ze naar zwellichamen en erecties. Dat was in mijn tijd exact hetzelfde. Wanneer gaat het nou eens over de clitoris?’ Gelukkig maakte de clitoris toch nog een entree later in het examen bij de vraag over geslachtsoperaties bij transgender personen. ‘Een mooie mix tussen ouderwets en modern’, concludeert Heitman tevreden.",De Volkskrant.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:689J-41R1-JBHV-K37R-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2022-2024 201-500.XLSX,Volkskrant,2332
Britse wielerbond weert transgenders,2023-05-27,International,de Volkskrant,News,107,Sport;Blz. 22,107,"Netherlands, Kingdom of the",ANP,,,,Britse wielerbond weert transgenders,Britse wielerbond weert transgenders Kort Transgenders mogen in Groot-Brittannië niet meer meedoen in wielerwedstrijden van de vrouwen. De Britse wielerbond heeft dit besloten na maanden van onderzoek. De transgenders mogen wel starten bij de koersen van de mannen. De bond stelt dat de races voor vrouwen voor deelnemers zijn bij wie het vrouwelijke geslacht bij de geboorte is vastgesteld. Eerder namen de atletiekunie en de zwembond in Groot-Brittannië dezelfde beslissing. De wielerbond stelde een onderzoek in na de mislukte poging van Emily Bridges om deel te nemen aan een vrouwenevenement bij de Britse kampioenschappen. Bekijk de oorspronkelijke pagina: pagina 22,de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68B0-SCY1-DYRY-X0C3-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2022-2024 201-500.XLSX,Volkskrant,2334
Cover met zwangere transgender man Logan gaat internet over: ‘Ik ben levend bewijs dat dit bestaat’,2023-06-04,International,AD/Algemeen Dagblad.nl,News,524,,524,"Netherlands, Kingdom of the",Leon van Wijk,,,,Cover met zwangere transgender man Logan gaat internet over: ‘Ik ben levend bewijs dat dit bestaat’,"Cover met zwangere transgender man Logan gaat internet over: ‘Ik ben levend bewijs dat dit bestaat’ De Britse schrijver en jongerenwerker Logan Brown (27) gaat het internet over met een bijzondere covershoot voor de pride-editie van het tijdschrift Glamour. Brown is een transgender man die onverwacht zwanger raakte en poseerde vlak voor de bevalling met zijn babybuik. ,,Ik ga niet mijn identiteit aanpassen omdat ik zwanger ben.’’ Het was enorm schrikken, vorig jaar. Browns partner Bailey J. Mills, een dragartiest die zich identificeert als non-binair, sliep nog toen hij zich ‘s ochtends niet lekker voelde. Brown slikte al een tijdje geen testosteron meer vanwege gezondheidsproblemen. Hij deed een zwangerschapstest, die positief bleek. ,,Het was alsof mijn wereld stil kwam te staan’’, vertelt hij in het blad. ,,Dat alles, al mijn mannelijkheid waar ik zo hard en zo lang voor had gewerkt, helemaal was weggevaagd.’’ Brown ijsbeerde door het huis, piekerend over hoe hij dit ging vertellen. ,,Het was heel moeilijk, want hoe zeg je: ‘Oh, ik ben zwanger, maar ik ben ook je vriend’?’’ Toen het eenmaal was geland, schoot abortus door Browns hoofd. Daar moest hij niet aan denken. ,,Ik bedacht me: deze kans krijg ik nooit meer. Om als queerkoppel een kind te krijgen dat biologisch van ons allebei is. Ik voelde zo lang schaamte en maakte het lastig voor mezelf, tot ik dacht: je kunt dit heel zwaar maken, of ervan genieten.’’ Lees door onder de post",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68CW-DN51-JBHV-K16R-00000-00&context=1519360&sourcegroupingtype=G,AD 2022-2023 hele sample.XLSX,Algemeen Dagblad,287
Zachte en tedere Ashley ging eerst als stoere Albert door het leven: ‘Hij keek of hij water zag branden maar hij deed het’,2023-06-04,International,AD/Algemeen Dagblad.nl,News,687,,687,"Netherlands, Kingdom of the",Joost Ariaans,,,,Zachte en tedere Ashley ging eerst als stoere Albert door het leven: ‘Hij keek of hij water zag branden maar hij deed het’,Zachte en tedere Ashley ging eerst als stoere Albert door het leven: ‘Hij keek of hij water zag branden maar hij deed het’ Ze houdt van Ashley en is nog steeds verliefd op haar. Voor Corrie Beer uit Gennep is het geen probleem dat Ashley ooit als Albert door het leven ging. Ik werd verliefd op een kraanmachinist. Een stoere vent. Maar ik zag dat er iets niet klopte.” Corrie Beer is één van de ‘levende boeken’ die bij Dialoogmuseum De Crypte in Gennep hun verhaal vertellen aan hun ‘lezers’.  Toevallige voorbijgangers of mensen die bewust de bijeenkomst van Living Library bezoeken.  Bij die laatste groep horen ook Tim Pardijs en Linda Walraven die vanaf een camping in de buurt naar de levende bibliotheek zijn gekomen.,AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68CW-XH31-DY0X-93WS-00000-00&context=1519360&sourcegroupingtype=G,AD 2022-2023 hele sample.XLSX,Algemeen Dagblad,288
‘De mensen die mijn boek willen verbieden hebben het vaak niet gelezen’,2023-06-04,International,NRC.nl,News,1916,,1916,"Netherlands, Kingdom of the",Menno Sedee,,,,‘De mensen die mijn boek willen verbieden hebben het vaak niet gelezen’,"‘De mensen die mijn boek willen verbieden hebben het vaak niet gelezen’ De nu vertaalde graphic novel Gender Queer van Maia Kobabe roept in de VS veel controverse en weerstand op. ,,Ik zie al die ophef maar als een teken van de kracht van mijn werk.” Eén iemand had Maia Kobabe al gewaarschuwd. De vriend, zelf ook cartoonist, had een proefversie van Kobabes stripboek Gender Queer. A Memoir gelezen en gezegd: „Hier gaan mensen aanstoot aan nemen.” In de VS kunnen ouders of organisaties bij openbare bibliotheken of schoolbibliotheken vragen om een boek van de plank te halen dat ze niet geschikt achten voor kinderen. De bibliotheek kan daarin meegaan, of niet. In 2021, twee jaar nadat Gender Queer in 2019 verscheen, was Maia Kobabe zijn opmerking alweer vergeten. „Het is nu wel klaar met de media-aandacht, dacht ik”, vertelt Kobabe (33) via Zoom, te midden van boekenkasten en posters in hun – Kobabe identificeert zich als ‘non-binair’ en gebruikt genderneutrale voornaamwoorden – ouderlijk huis in Californië . „Maar boy , wat zat ik ernaast.” Gender Queer lijkt op het eerste gezicht niet direct controversieel. Met simpele maar effectieve tekeningen en teksten beschrijft Kobabe hun eigen zoektocht naar wie hen is, met bijbehorende verliefdheden, fantasieën en dates, en experimenten met kleding, voornaamwoorden en (een beetje) seks.",NRC.nl,Web Publication,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:67Y8-8YH1-DY4K-83PM-00000-00&context=1519360&sourcegroupingtype=G,NRC 2022-2024 hele sample.XLSX,NRC,1867
Lhbti-rechten zijn een symbool geworden van vooruitgang,2023-06-05,International,NRC.nl,News,1921,,1921,"Netherlands, Kingdom of the",Menno Sedee,,,,Lhbti-rechten zijn een symbool geworden van vooruitgang,"Lhbti-rechten zijn een symbool geworden van vooruitgang Steeds meer landen legaliseren homoseksuele relaties en huwelijken. Toch zijn lhbti-rechten door de ‘antigenderbeweging’ controversiëler geworden. „Lhbti is een afkorting geworden om te praten over twee verschillende wereldbeelden.” Hoelang blijven de Oegandese opvanghuizen voor verstoten lhbtiq’ers bestaan? Onder de ‘Antihomoseksualiteitswet’, vorige week getekend door president Yoweri Museveni, staat alleen al op het ter beschikking stellen van een ruimte aan „homoseksualiteit” maximaal tien jaar cel. Degene die seks heeft met iemand van hetzelfde geslacht kan levenslang de cel in. „Het enige waar ik aan denk is: waar kan ik heen?”, zei de opgevangen Ali eind maart, toen de wet in voorbereiding was, tegen de BBC . Transgender personen verlaten het Verenigd Koninkrijk vanwege aanhoudende transfobie online, op straat en op werk, schreef Vice in januari . „Ik kijk continu over mijn schouder”, zei Emilia Beckers, die naar België verhuisde, tegen de nieuwssite. „Ze willen trans personen uitwissen.” Het was rond die tijd dat het VK een Schotse wet blokkeerde die het makkelijker moest maken om wettelijk van geslacht te veranderen. In Ghana en Oeganda worden antihomowetten ingevoerd onder het mom van het „beschermen van kinderen” en „familiewaarden” aangemoedigd door Amerikaanse religieuze groepen. In Rusland en in de Golfstaten wordt het idee verspreid dat homoseksualiteit en genderdiversiteit westerse producten zijn. In Nederland lijken lhbti-kwesties de laatste jaren controversiëler geworden, met relletjes overen, enover de Transgenderwet.",NRC.nl,Web Publication,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68D3-6B61-DY4K-83JM-00000-00&context=1519360&sourcegroupingtype=G,NRC 2022-2024 hele sample.XLSX,NRC,1897
"’Omdat mijn man het zo sexy vond, liet ik een tepelpiercing zetten; pure horror’ VROUW Glossy",2023-06-01,International,De Telegraaf.nl,News,860,VROUW; GLOSSY; VROUW/OPGEBIECHT,860,"Netherlands, Kingdom of the",Ella Vermeulen,,,,"’Omdat mijn man het zo sexy vond, liet ik een tepelpiercing zetten; pure horror’ VROUW Glossy","’Omdat mijn man het zo sexy vond, liet ik een tepelpiercing zetten; pure horror’ VROUW Glossy Een borstvergroting, vegetariër worden, de wereld over vliegen voor één nacht samen. Niks was deze lezeressen te gek voor die ene, zo valt te lezen in de nieuwste VROUW Glossy. Al bleek hij niet altijd de ware. Hier online lichten we alvast een tipje van de sluier. Game, set & match",De Telegraaf.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68C5-PNK1-DY4K-S263-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2022-2024 hele sample.XLSX,Telegraaf,1430
Nederlandse Solange Dekker wint internationale missverkiezing voor trans vrouwen,2023-06-25,International,De Telegraaf.nl,News,121,ENTERTAINMENT; STERREN; ENTERTAINMENT; FRONTPAGE,121,"Netherlands, Kingdom of the",,,,,Nederlandse Solange Dekker wint internationale missverkiezing voor trans vrouwen,Nederlandse Solange Dekker wint internationale missverkiezing voor trans vrouwen De Nederlandse Solange Dekker (27) is dit weekend in Thailand gekroond tot Miss International Queen 2023. Het jaarlijkse evenement is de grootste missverkiezing voor trans vrouwen ter wereld.,De Telegraaf.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68JB-1SB1-DY4K-S236-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2022-2024 hele sample.XLSX,Telegraaf,1447
De onconventionele bezieler van het Holland Festival,2023-06-01,International,de Volkskrant,News,1082,Advertentie;Blz. 31,1082,"Netherlands, Kingdom of the",DIEUWERTJE HEUVELINGS,,,,De onconventionele bezieler van het Holland Festival,"De onconventionele bezieler van het Holland Festival Vandaag begint het Holland Festival. Gastprogrammeur is zangeres, feminist en activist Anohni (van The Johnsons). Anohni Het Zoom-interview met zangeres, muzikant en kunstenares Anohni vindt plaats precies één uur nadat Anohni and the Johnsons hun nieuwe single It Must Change hebben gelanceerd. Een groot moment, want de laatste samenwerking was tien jaar geleden, destijds nog als Antony and the Johnsons.",de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68C2-M9Y1-DYRY-X2DT-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2022-2024 201-500.XLSX,Volkskrant,2337
In Irak zijn lhbti'ers vogelvrij,2023-06-03,International,de Volkskrant,News,2078,"Zaterdag;Blz. 16, 17",2078,"Netherlands, Kingdom of the",JENNE JAN HOLTLAND,,,,In Irak zijn lhbti'ers vogelvrij,"In Irak zijn lhbti'ers vogelvrij Wie lhbti'er is in Irak, is zijn leven niet zeker. Gewapende milities jagen actief op deze 'westerse invloed'. Maar zelfs als de onverdraagzaamheid steeds groter wordt, blijkt de liefde haar weg te vinden. Intolerantie Sara loopt op straat als haar telefoon gaat. De ringtone is Smooth Criminal van Michael Jackson. Haar zus hangt aan de lijn. 'Waar ben je?', vraagt ze. 'Aan het studeren', antwoordt Sara (20) vlug. 'Ik heb mama toch gezegd dat ik bijles had?' Dan hangt ze op, en verdwijnt de gsm in haar broekzak. Ze lacht er vrolijk bij. Ze heeft helemaal geen bijles, maar wat maakt het uit? Liegen gaat haar makkelijk af, ze doet het aan de lopende band. Het is de enige manier om in Bagdad een dubbelleven te leiden.",de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68CG-JWS1-JC8X-64MG-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2022-2024 201-500.XLSX,Volkskrant,2338
Online haat biedt Rikkie juist een extra groot podium,2023-07-11,International,AD/Algemeen Dagblad,News,600,Landelijk;Blz. 11,600,"Netherlands, Kingdom of the",MARK DEN BLANKEN,,,,Online haat biedt Rikkie juist een extra groot podium,"Online haat biedt Rikkie juist een extra groot podium Negatieve reacties op haar verkiezing als Miss Nederland doen Rikkie Kolle (22), die als eerste transgendervrouw die titel won, niets. Sterker nog, zegt ze: ,,Door die haters kan ik op meer plekken mijn verhaal delen. Ik ben er alleen maar dankbaar voor.'' Rikkie kolle eerste Transgendervrouw die verkiezing wint Mark den Blanken Leusden Met haar jongere broer en zus en haar ouders op de eerste rij schreef Rikkie Kolle zaterdagavond in Leusden geschiedenis. Als eerste transvrouw werd ze uitgeroepen tot Miss Nederland. Zus Isa (19) deed ook mee met de casting voor de verkiezing, maar werd niet geselecteerd. Zaterdag stond ze, net als de rest van het gezin, volledig achter haar oudere zus.",AD/Algemeen Dagblad,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68NN-K451-JC8X-60YM-00000-00&context=1519360&sourcegroupingtype=G,AD 2022-2023 hele sample.XLSX,Algemeen Dagblad,313
Dit was beste keuze voor mij',2023-07-21,International,AD/Algemeen Dagblad,News,682,Sportwereld;Blz. 6,682,"Netherlands, Kingdom of the",JEFFREY VAN DER MATEN,,,,Dit was beste keuze voor mij',"Dit was beste keuze voor mij' Als eerste transvrouw in het profcircuit van het darts zullen de schijnwerpers zondag gericht zijn op Noa-Lynn van Leuven (26). De Nederlandse deelnemer aan de vrouweneditie van de World Matchplay kijkt ernaar uit, maar worstelt ook met de negatieve reacties die ze ontvangt. Transvrouw Noa-Lynn van Leuven: debuut op tv-podium en nu wél gelukkig Ze zou momenteel haar droom moeten leven, al jaren staat het bereiken van de hoogste dartspodia bovenaan haar wensenlijstje. En natuurlijk, Noa-Lynn van Leuven kan niet wachten tot ze zich komend weekend tijdens de World Matchplay in Blackpool met de zeven beste vrouwelijke darters van de wereld gaat meten. Maar negatieve reacties over haar keuze om als vrouw door het leven te gaan, werpen een schaduw over haar stormachtige ontwikkeling.",AD/Algemeen Dagblad,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68RT-CJR1-DYRY-X1HT-00000-00&context=1519360&sourcegroupingtype=G,AD 2022-2023 hele sample.XLSX,Algemeen Dagblad,321
Een gedwongen huwelijk waarin de partners hun eigen gang gaan,2023-07-22,International,NRC,News,1195,IN HET NIEUWS;Blz. 8,1195,"Netherlands, Kingdom of the",Menno Sedee,,,,Een gedwongen huwelijk waarin de partners hun eigen gang gaan,"Een gedwongen huwelijk waarin de partners hun eigen gang gaan ABSTRACT reportage Queer & Pride Amsterdam Activisten kregen een eigen week bij Pride, die nu Queer & Pride Amsterdam heet en zaterdag begint. Na mediation besloten de twee organisatoren ,,onafhankelijk"" te werken. 'Welkom bij dit historische moment!"", begint Sorab Roustayar met twinkelende ogen de eerste publieksbijeenkomst van Queer Amsterdam in januari. ,,Welkom bij een nieuwe visie op queer en pride."" Gejuich stijgt op in het Amsterdamse debatcentrum Pakhuis de Zwijger. Roustayar kondigt meteen aan dat dit niet de laatste bijeenkomst zal zijn. ,,We zullen feedbackrondes organiseren, zodat de Queer & Pride 2023 uiteindelijk zo inclusief mogelijk is."" Opnieuw gejoel. Aan inclusiviteit zou het namelijk schorten bij de Pride in Amsterdam, waarmee de hoofdstad al ruim 25 jaar aandacht geeft aan de regenbooggemeenschap. De laatste jaren groeide de kritiek dat het vooral een feest was geworden voor de witte, homoseksuele man. Vooral de botenparade was groepen die meer de nadruk willen leggen op protest een doorn in het oog. Bedrijven zouden er te veel met hun roze veren pronken (pinkwashing). Er kwam weliswaar een protestmars, de Pride Walk, maar die wordt overvleugeld door de mediagenieke Canal Parade.",NRC,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68S1-DPF1-JCMP-20MD-00000-00&context=1519360&sourcegroupingtype=G,NRC 2022-2024 hele sample.XLSX,NRC,1923
In ballroom ben ik altijd welkom' Ballroom als vrijplaats Queer Ballroom is springlevend in Nederland Balls tonen kracht van queergemeenschap van kleur,2023-07-27,International,NRC,News,1347,VOORPAGINA;Blz. 1,1347,"Netherlands, Kingdom of the",Tess van den Bosche Andreas Terlaak,,,,In ballroom ben ik altijd welkom' Ballroom als vrijplaats Queer Ballroom is springlevend in Nederland Balls tonen kracht van queergemeenschap van kleur,"In ballroom ben ik altijd welkom' Ballroom als vrijplaats Queer Ballroom is springlevend in Nederland Balls tonen kracht van queergemeenschap van kleur ABSTRACT Reportage Ballroom De queer ballroomgemeenschap in Nederland is springlevend. Tijdens extravagante balls kunnen de leden volledig zichzelf zijn. 'Wij zijn hier de ballroom community en dit is de plek voor queer, trans en zwarte mensen to fucking play."" In een oranje bikini met daaroverheen een spijkerbroek die losjes rondom haar heupen hangt, zweept de MC - een soort ceremoniemeester - van de avond het publiek op. Niet dat dit publiek veel aanmoedigende woorden nodig heeft: op deze vrijdagavond in kunstcentrum WORM in Rotterdam heeft zich een uitbundig gezelschap van zo'n tweehonderd mensen uit de queergemeenschap verzameld, het overgrote deel van kleur, om het ball te aanschouwen of om er zelf aan deel te nemen. Het evenement in WORM heet PLAYGROUND en werd georganiseerd door de Finse Venla Keskinen en de Amerikaanse James Parnell. Het is de informele versie van een ball. Niet het soort waarbij vrouwen in lange jurken en mannen in pak met rechte ruggen de Engelse wals dansen. Nee, het gaat hier om een 'ballroom'-event naar voorbeeld van de gemeenschap zoals die in de jaren zeventig in de New Yorkse wijk Harlem werd opgericht door homo mannen en trans mensen uit de zwarte en latino-gemeenschap.",NRC,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68T3-8D31-JCMP-22HK-00000-00&context=1519360&sourcegroupingtype=G,NRC 2022-2024 hele sample.XLSX,NRC,1925
’Ik ga naar de Pride om mijn kleinkinderen te steunen’ VROUW Glossy,2023-07-01,International,De Telegraaf.nl,News,797,VROUW; GLOSSY; VROUW,797,"Netherlands, Kingdom of the",Eline Doldersum,,,,’Ik ga naar de Pride om mijn kleinkinderen te steunen’ VROUW Glossy,"’Ik ga naar de Pride om mijn kleinkinderen te steunen’ VROUW Glossy Barbara (51) is moeder van vier kinderen, van wie twee transgender zijn en één non-binair. Haar moeder Tineke (75) vertelt over de impact van het geoordeel, maar ook over haar onvoorwaardelijke liefde voor kleinkinderen Tom, Faye en Ace. Tineke (75): „Zoals Barbara haar kinderen opvoedt, zo heb ik haar ook opgevoed. Het geluk van het kind staat áltijd voorop. Wie of wat ze ook zijn. Ik vind het heel mooi dat dat ook de boodschap is die Barbara haar kinderen meegeeft. Al is dat niet altijd even makkelijk.",De Telegraaf.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68KM-G1P1-JBNJ-205S-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2022-2024 hele sample.XLSX,Telegraaf,1451
Voormalige boezemvriend van Joran van der Sloot verdacht van witwassen tonnen casinogeld Stan P. en Poolse echtgenote in Spaanse cel,2023-07-04,International,De Telegraaf.nl,News,538,BINNENLAND; FRONTPAGE,538,"Netherlands, Kingdom of the",Roel Wiche,,,,Voormalige boezemvriend van Joran van der Sloot verdacht van witwassen tonnen casinogeld Stan P. en Poolse echtgenote in Spaanse cel,"Voormalige boezemvriend van Joran van der Sloot verdacht van witwassen tonnen casinogeld Stan P. en Poolse echtgenote in Spaanse cel Stan P. (34) uit Valkenburg – voormalig boezemvriend van Joran van der Sloot – wordt voorlopig verdacht van witwassen. Hij zit op dit moment in een Spaanse cel in afwachting van overlevering aan Nederland. Dat geldt ook voor zijn Poolse echtgenote Lana S. (28), een transgender die een ster is op TikTok.",De Telegraaf.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68M7-VNS1-DY4K-S23Y-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2022-2024 hele sample.XLSX,Telegraaf,1452
Verhelderend én verwarrend: de non-binaire schrijver Akwaeke Emezi tart elke tegenstelling ★★★★☆,2023-07-20,International,De Volkskrant.nl,News,1052,,1052,"Netherlands, Kingdom of the",Hans Bouman,,,,Verhelderend én verwarrend: de non-binaire schrijver Akwaeke Emezi tart elke tegenstelling ★★★★☆,"Verhelderend én verwarrend: de non-binaire schrijver Akwaeke Emezi tart elke tegenstelling ★★★★☆ Twee eigenzinnige romans van Akwaeke Emezi, nu vertaald naar het Nederlands, worden bevolkt door kwaadaardige geesten en met elkaar strijdende persoonlijkheden. Emezi psychologiseert autobiografische thema’s als non-binariteit en genderchirurgie niet, maar duidt ze binnen de Nigeriaanse Igbocultuur.Man versus vrouw, lichaam versus geest, geestelijk gezond versus geestelijk gestoord, realistisch versus surrealistisch – het zijn stuk voor stuk tegenstellingen waarmee je niet moet aankomen bij de Nigeriaanse, in de VS woonachtige schrijver Akwaeke Emezi. Geen wonder, Emezi is een non-binaire transgender persoon, die in twee recentelijk in het Nederlands verschenen romans met kracht stelling neemt tegen het enerzijds/anderzijds dat in onze cultuur altijd zo vanzelfsprekend leek. Het zijn boeken die zowel provoceren als troosten, zowel verwarren als verhelderen, zowel informeren als emotioneren.Vijf jaar geleden debuteerde Emezi met Freshwater, nu vertaald als Zoetwater.",De Volkskrant.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:696V-D1T1-DY0X-917B-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2022-2024 201-500.XLSX,Volkskrant,2369
Het is pijnlijk om sommige jeugdfoto's terug te zien',2023-07-15,International,de Volkskrant,News,996,"Magazine;Blz. 34, 35, 36",996,"Netherlands, Kingdom of the",HAROON ALI,,,,Het is pijnlijk om sommige jeugdfoto's terug te zien',"Het is pijnlijk om sommige jeugdfoto's terug te zien' Het leven: wat dachten we, wie waren we en hoe is het allemaal zo gekomen? In de jeugdfoto's van Venus Bijleveld, beter bekend als Ma'Ma Queen, zien we hoe de dragqueen al vanaf jonge leeftijd experimenteerde met haar uiterlijk, maar daar ook mee worstelde: 'Ik heb mezelf ontkend.' Grote verwachtingen Venus Bijleveld, artiestennaam Ma'Ma Queen 33 jaar professioneel dragqueen en modeontwerper",de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68PF-8561-DYRY-X004-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2022-2024 201-500.XLSX,Volkskrant,2363
"Miss Universe breekt met Indonesische tak na ‘topless inspecties’, in Nederland geboren winnares mag wel door",2023-08-13,International,AD/Algemeen Dagblad.nl,News,493,,493,"Netherlands, Kingdom of the",Leon van Wijk,,,,"Miss Universe breekt met Indonesische tak na ‘topless inspecties’, in Nederland geboren winnares mag wel door","Miss Universe breekt met Indonesische tak na ‘topless inspecties’, in Nederland geboren winnares mag wel door De internationale organisatie van Miss Universe breekt met de Indonesische tak na beschuldigingen van seksueel wangedrag. Meerdere deelnemers stelden dat ze topless moesten poseren en hun lijf werd gecontroleerd op cellulitis. Het gaat om de lokale voorronde van de internationale verkiezing waar ons land Rikkie Kollé naartoe stuurt. De in Nederland geboren Miss Indonesië mag daaraan nog wel meedoen.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68XS-S101-DY0X-91D4-00000-00&context=1519360&sourcegroupingtype=G,AD 2022-2023 hele sample.XLSX,Algemeen Dagblad,346
Klachten over seksuele intimidatie bij Miss Universe Indonesia,2023-08-09,International,AD/Algemeen Dagblad.nl,News,278,,278,"Netherlands, Kingdom of the",KEA,,,,Klachten over seksuele intimidatie bij Miss Universe Indonesia,"Klachten over seksuele intimidatie bij Miss Universe Indonesia Verschillende kandidaten van Miss Universe Indonesia hebben bij de politie een klacht ingediend voor seksuele intimidatie. De organisatoren gaven zes deelneemsters de opdracht om hun bovenkleding uit te trekken voor “lichaamscontroles”, waarbij ze ook zouden zijn gefotografeerd.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68WY-25W1-DY0X-92JG-00000-00&context=1519360&sourcegroupingtype=G,AD 2022-2023 hele sample.XLSX,Algemeen Dagblad,340
Der klügste Mensch Column,2023-08-16,International,NRC,News,508,IN HET NIEUWS;Blz. 2,508,"Netherlands, Kingdom of the",Gemma Venhuizen,,,,Der klügste Mensch Column,"Der klügste Mensch Column Op zaterdag liep ik met mijn Duitse vriend Friday door Amsterdam. We hadden elkaar elf jaar geleden in Nieuw-Zeeland ontmoet, toen ik Friday nog kende onder een andere naam en een ander persoonlijk voornaamwoord en we eindeloze gesprekken voerden over improvisatietheater, reizen en natuur. Nu waren we allebei met andere thema's bezig - hij met transgenderidentiteit, ik met mijn kinderwens - maar de verbondenheid was er nog altijd.",NRC,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68YB-P3D1-F03R-S2DB-00000-00&context=1519360&sourcegroupingtype=G,NRC 2022-2024 hele sample.XLSX,NRC,1926
