Titel,Datum,Plaats van publicatie,Publicatie,Publicatietype,Lengte,Sectie,Lengte.1,Landen,Auteur,Agg-copyright,Cite,Bedrijf,Titel.1,Hlead,Publicatie.1,Publicatietype.1,Pub-copyright,Weergeven,Termen,Ticker,Source,YearMonth,Week
Een ander mens belagen om wie hij of zij of hen is − feitelijk is dát afwijkend gedrag,2024-05-29,International,Algemeen Dagblad,News,399,,399,"Netherlands, Kingdom of the",Sjaak Bral,,,,Een ander mens belagen om wie hij of zij of hen is − feitelijk is dát afwijkend gedrag,"Een ander mens belagen om wie hij of zij of hen is − feitelijk is dát afwijkend gedrag Er zijn veel zaken waar je je aan kan ergeren in Den Haag, maar een van de meest ergerlijke is het geweld tegen iedereen die 'anders' is. Anders dan wat? Daar begint het al mee.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-05,22
Songfestivalorganisatie belooft beterschap in vlaggenbeleid: 'Soms gaan dingen niet als gepland',2024-06-01,International,Algemeen Dagblad,News,305,,305,"Netherlands, Kingdom of the",Showredactie,,,,Songfestivalorganisatie belooft beterschap in vlaggenbeleid: 'Soms gaan dingen niet als gepland',"Songfestivalorganisatie belooft beterschap in vlaggenbeleid: 'Soms gaan dingen niet als gepland' De organisatie van het Eurovisie Songfestival erkent dat er dit jaar dingen niet goed zijn gegaan met het vlaggenbeleid aan de deur van de Malmö Arena. De European Broadcasting Union (EBU) betreurt het dat mensen ten onrechte hun regenboog- of andere Pride-vlag moesten inleveren.,,Pride-vlaggen (van alle lgbtq+-gemeenschappen) waren niet verboden en waren welkom naast de vlaggen van de deelnemende landen"", verzekert de organisatie op Instagram. ,,Maar soms gaan dingen niet zoals gepland tijdens complexe live-evenementen en we erkennen dat we dit beter hadden kunnen doen.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-06,22
"Ooit bloeiend, nu onveilig en uitgestorven: het roze uitgaan: 'Den Bosch een Regenboogstad? Ha, nog niet misschíen'",2024-06-04,International,Algemeen Dagblad,News,1019,,1019,"Netherlands, Kingdom of the",Annemarie Vissers,,,,"Ooit bloeiend, nu onveilig en uitgestorven: het roze uitgaan: 'Den Bosch een Regenboogstad? Ha, nog niet misschíen'","Ooit bloeiend, nu onveilig en uitgestorven: het roze uitgaan: 'Den Bosch een Regenboogstad? Ha, nog niet misschíen' DEN BOSCH - Ooit gold Den Bosch als 'homo hoofdstad' tot ver in de provincie. De roze doelgroep wist: in Den Bosch was het te doen. Nu ligt het roze uitgaansleven op z'n gat. Wat is er veranderd, en is het tij te keren? ,,Zo lang ik niet veilig over straat kan, kan zo'n café me gestolen worden.""Café Chez Nous, Papillon, Sunny Boy, Kabberdoes en 't Stamineeke: het zijn enkele namen van ooit bloeiende en roemruchte gaycafés in Den Bosch. Op het hoogtepunt zouden er volgens de overlevering meer dan 10 homocafés in de stad zitten.Hoe anders is dat anno nu: een voor een draaiden uitbaters de rozekroegdeuren definitief op slot, de Bossche Roze Maandag tijdens de kermis ' is een slap aftreksel van die in Tilburg ' en de kroegen die zich nog richten op het roze publiek doen dat veelal parttime: één avond in de week, vaak niet exclusief voor de doelgroep.,,De scene is inderdaad niet meer springlevend"", zegt Cees van Balen van Barkade.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-06,23
Homotolerantie neemt steeds verder af bij jongeren: 'Dit komt niet uit de lucht vallen',2024-06-05,International,Algemeen Dagblad,News,608,,608,"Netherlands, Kingdom of the",Emma Thies,,,,Homotolerantie neemt steeds verder af bij jongeren: 'Dit komt niet uit de lucht vallen',"Homotolerantie neemt steeds verder af bij jongeren: 'Dit komt niet uit de lucht vallen' 'Wat vind je ervan als twee jongens of twee meisjes op elkaar verliefd zijn?' Meer dan de helft van de jongeren vindt dat 'een beetje raar', 'erg raar' of zelfs 'verkeerd', blijkt uit onderzoek van de GGD. Een zorgelijke ontwikkeling als het gaat om homotolerantie, zeggen experts, en de vrees is dat die de komende jaren nog verder zal afnemen. ,,We zien een samenleving die in zijn geheel harder wordt.'',,Triest, misschien zelfs wel hartverscheurend'', noemt Laura Nieuwenhuijze van het COC Midden-Nederland de ontwikkeling.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-06,23
Eerste regenboogvlaggen al vernield en verdwenen vlak voor start Eindhoven Pride,2024-06-06,International,Algemeen Dagblad,News,380,,380,"Netherlands, Kingdom of the",Anita Vliegenberg,,,,Eerste regenboogvlaggen al vernield en verdwenen vlak voor start Eindhoven Pride,"Eerste regenboogvlaggen al vernield en verdwenen vlak voor start Eindhoven Pride EINDHOVEN - Eindhoven Pride moet nog beginnen of de eerste regenboogvlaggen in de stad zijn al vernield en verdwenen. Daaruit blijkt dat deze week echt nog nodig is. ,,We denken onterecht dat we er wel zijn qua acceptatie van homo's.""Ook de reacties die wethouder Rik Thijs kreeg na zijn optreden als drag queen Miss Polly Emerald in de Social Hub spraken boekdelen: 'Vuile flikker, vrouwenhater, pedofiel, ga met je reet op een kanon zitten, ze moeten je ontslaan'. ,,Dat zegt genoeg"", vindt voorzitter Benjamin Ector.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-06,23
Westland krijgt tóch seksspreekuur van Sense: gemeenteraad overstag na presentatie GGD,2024-06-10,International,Algemeen Dagblad,News,596,,596,"Netherlands, Kingdom of the",Fred Vermeer,,,,Westland krijgt tóch seksspreekuur van Sense: gemeenteraad overstag na presentatie GGD,"Westland krijgt tóch seksspreekuur van Sense: gemeenteraad overstag na presentatie GGD Westland krijgt tóch een zogenoemd seksspreekuur van Sense dat GGD Haaglanden gaat verzorgen. Na een presentatie door de GGD, maandagavond tijdens een commissievergadering, is de gemeenteraad tot de conclusie gekomen dat daar niets op tegen is.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-06,24
"Chantal Arts was voorbeeld voor lhbtq+-gemeenschap: 'Door zichzelf te zijn, liet ze ander geluid horen'",2024-06-11,International,Algemeen Dagblad,News,835,,835,"Netherlands, Kingdom of the",Brenda Stoter,,,,"Chantal Arts was voorbeeld voor lhbtq+-gemeenschap: 'Door zichzelf te zijn, liet ze ander geluid horen'","Chantal Arts was voorbeeld voor lhbtq+-gemeenschap: 'Door zichzelf te zijn, liet ze ander geluid horen' Jarenlang struinde Chantal Arts met haar videocamera door de stad. Alle grote en kleine evenementen werden vastgelegd. Het Rotterdams icoon was niet alleen een razende reporter, maar ook een voorbeeld voor de lhbtq-gemeenschap. ,,Ze was een trotse trans vrouw.'' Het zat er al vroeg in: het gevoel in het verkeerde lichaam te zijn geboren én de liefde voor filmen. Haar vader was gek op fotografie en filmen. Daar begon ze mee op 14-jarige leeftijd. ,,Toen ik van hem leerde fotograferen, kwam de amateurfilm op. De camera's waren van die grote koektrommels en daar filmde ik ook mee. In het begin filmde ik bij de manege en ik filmde mijn vriendin als zij Madonna playbackte'', vertelde Chantal aan Stichting Wijkcollectie.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-06,24
Prijs op hoofd maakt transvrouw 'Tukkertje Sterre' bang: 'Dit moet stoppen',2024-06-12,International,Algemeen Dagblad,News,644,,644,"Netherlands, Kingdom of the",Gerben Kuitert,,,,Prijs op hoofd maakt transvrouw 'Tukkertje Sterre' bang: 'Dit moet stoppen',"Prijs op hoofd maakt transvrouw 'Tukkertje Sterre' bang: 'Dit moet stoppen' 2000 euro wordt er op Telegram uitgeloofd voor wie Tukkertje Sterre zwaar lichamelijk letsel toebrengt en daarvan een filmpje als bewijs aanlevert. Sterre's adres staat er bij. 'Heb jij niets te verliezen en wil je snel cash? Hier kun je deze dikke homofiel vinden.' ,,Deze waanzin moet stoppen!"", vindt Sterre zelf. De Hengelose zegt nog nauwelijks de straat op te durven. Twee mislukte pogingen om haar te grazen te nemen zijn op beeld vastgelegd.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-06,24
"Romantiek en tranen op het podium voor homo-café Stonewall: 'Mark, wil je met me trouwen?'",2024-06-22,International,Algemeen Dagblad,News,436,,436,"Netherlands, Kingdom of the",Marjon Kok,,,,"Romantiek en tranen op het podium voor homo-café Stonewall: 'Mark, wil je met me trouwen?'","Romantiek en tranen op het podium voor homo-café Stonewall: 'Mark, wil je met me trouwen?' Toen café Stonewall begon, was er nog geen sprake van het homo-huwelijk. Nu, bij het straatfeest om te vieren dat het café al 35 jaar in Enschede is, was het publiek getuige van een bijzonder en superromantisch huwelijksaanzoek. Onder de ogen van Karin Bloemen ging Sander op z'n knieën: ,,Mark, wil je met me trouwen?""",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-06,25
Geen sprookje: mannen en vrouwen reageren anders op pijn,2024-06-22,International,Algemeen Dagblad,News,471,Z Weekend;Blz. 11,471,"Netherlands, Kingdom of the",,,,,Geen sprookje: mannen en vrouwen reageren anders op pijn,"Geen sprookje: mannen en vrouwen reageren anders op pijn Iedereen voelt pijn, maar sommige mensen hebben daar meer last van dan andere. Uit verschillende onderzoeken blijkt dat mannen en vrouwen pijn heel anders verwerken. Vrouwen die maandelijks zonder een traan te laten door hun menstruatie rollen, tegenover mannen die het al uitschreeuwen als ze op een legoblokje gaan staan - wie zo praat over de pijnverschillen tussen mannen en vrouwen slaat de plank mis, vertelt Esmeralda Blaney Davidson, pijnonderzoeker aan het Radboudumc. ,,Het lijkt soms wel alsof pijn een wedstrijd is tussen de twee geslachten. Maar pijn is überhaupt niet te vergelijken tussen verschillende mensen. Het is heel persoonlijk, en je kunt dezelfde pijnprikkel op een vrolijke dag nauwelijks voelen, maar op een slechte dag als heel heftig ervaren.""",AD/Algemeen Dagblad,Krant,,,,,AD 2024 hele sample.XLSX,2024-06,25
Lagere pijngrens dan je partner? Dat kan: onderzoek toont dat mannen en vrouwen pijn anders verwerken,2024-06-23,International,Algemeen Dagblad,News,510,,510,"Netherlands, Kingdom of the",Universiteit van Nederland,,,,Lagere pijngrens dan je partner? Dat kan: onderzoek toont dat mannen en vrouwen pijn anders verwerken,"Lagere pijngrens dan je partner? Dat kan: onderzoek toont dat mannen en vrouwen pijn anders verwerken Iedereen voelt pijn, maar sommige mensen hebben daar meer last van dan andere. Verschillende onderzoeken tonen aan dat mannen en vrouwen pijn heel anders verwerken. ,,Uiteindelijk bepaalt je brein hoe je de pijn ervaart, en dat is dus telkens anders.""",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-06,25
Negen op de tien vrouwen voelen zich onveilig in de trein: voor deze partij onacceptabel,2024-06-26,International,Algemeen Dagblad,News,285,,285,"Netherlands, Kingdom of the",Dennis l'Ami,,,,Negen op de tien vrouwen voelen zich onveilig in de trein: voor deze partij onacceptabel,Negen op de tien vrouwen voelen zich onveilig in de trein: voor deze partij onacceptabel Uit een onderzoek dat het Zuid-Hollands provinciebestuur heeft laten uitvoeren blijkt dat vrouwen zich vaak onveilig voelen in het openbaar vervoer. GroenLinks-PvdA in die provincie wil nu dat hier tweejaarlijks onderzoek naar wordt gedaan. 'Het is onacceptabel dat vrouwen (en non-binaire mensen) zo beperkt worden in hun bewegingsvrijheid.',AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-06,26
Petra kreeg precies tien jaar geleden een nieuw paspoort en dat was heel bijzonder: 'Dat je eindelijk ziet: ik ben nu vrouw',2024-07-01,International,Algemeen Dagblad,News,1055,,1055,"Netherlands, Kingdom of the",Anna Dijk,,,,Petra kreeg precies tien jaar geleden een nieuw paspoort en dat was heel bijzonder: 'Dat je eindelijk ziet: ik ben nu vrouw',"Petra kreeg precies tien jaar geleden een nieuw paspoort en dat was heel bijzonder: 'Dat je eindelijk ziet: ik ben nu vrouw' De dag dat Petra van Dijk haar nieuwe paspoort kreeg was er een mediacircus. Urenlang stond ze journalisten te woord, van lokale tot internationale media. Het was dan ook niet zomaar een paspoort: op 1 juli 2014 was Petra van Dijk een van de eerste personen die een paspoort kreeg onder de nieuwe Transgenderwet.  Een tastbare bevestiging van haar nieuwe identiteit. Tien jaar later kijkt ze, onder het genot van thee en veganistische chocoladekoekjes, terug op die historische dag. Als het paspoort ter sprake komt, schiet ze even vol. ,,Dat je eindelijk in je paspoort ziet: ik ben nu vrouw. En dat je aan iedereen kan laten zien: hoe jij ook naar mij kijkt, of hoe je ook over me denkt, dit ben ik.""",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-07,27
Van vintagemarkt tot yoga in de Koepelgevangenis: 5 x Arnhemse weekendtips,2024-07-12,International,Algemeen Dagblad,News,527,,527,"Netherlands, Kingdom of the",Wendy Willemsen,,,,Van vintagemarkt tot yoga in de Koepelgevangenis: 5 x Arnhemse weekendtips,"Van vintagemarkt tot yoga in de Koepelgevangenis: 5 x Arnhemse weekendtips Of je nu houdt van een middagje vintageshoppen of lekker creatief aan de slag wilt, er is in Arnhem weer genoeg leuks te beleven dit weekend. Inspiratie nodig? In dit artikel 5 tips om te doen voor vrijdag 12, zaterdag 13 en zondag 14 juli.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-07,28
"Anouk maakt scherpe grappen over racismerel en Ali B bij North Sea Jazz, maar stelt: 'Ik hou van iedereen'",2024-07-13,International,Algemeen Dagblad,News,553,,553,"Netherlands, Kingdom of the",Leon van Wijk,,,,"Anouk maakt scherpe grappen over racismerel en Ali B bij North Sea Jazz, maar stelt: 'Ik hou van iedereen'","Anouk maakt scherpe grappen over racismerel en Ali B bij North Sea Jazz, maar stelt: 'Ik hou van iedereen' Zangeres Anouk (49) heeft tijdens een optreden op North Sea Jazz zaterdag enkele scherpe grappen gemaakt, bijvoorbeeld over de ophef na haar gebruik van het n-woord. Ze schrijft historie als de eerste vermeende racist die op het festival mag staan, grapte ze, met weinig gelach tot gevolg. Daarop verzekerde ze het publiek dat ze van alle mensen houdt, voordat ze ook nog een grap maakte over Ali B. Anouk is al zo'n 28 jaar succesvol als zangeres, maar stond tot nu toe nooit op North Sea Jazz. ,,Ik denk dat mijn ziel zwart genoeg is geworden door alle fucking shit in de afgelopen jaren'', sprak ze aan het begin van haar optreden. ,,Ik denk dat zij verrot genoeg is nu om een beetje soul in mijn lijer te hebben.'' Ze had niet verwacht ooit op het feest te staan. Het is een plek voor muzikale 'intellectuelen', en dat vond ze zichzelf eerder niet. Maar het had met meer factoren te maken.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-07,28
Wat als je je geen man of vrouw voelt en de Vierdaagse wil lopen? Eerste non-binair persoon meldt zich,2024-07-16,International,Algemeen Dagblad,News,441,,441,"Netherlands, Kingdom of the",Marieke Smid,,,,Wat als je je geen man of vrouw voelt en de Vierdaagse wil lopen? Eerste non-binair persoon meldt zich,"Wat als je je geen man of vrouw voelt en de Vierdaagse wil lopen? Eerste non-binair persoon meldt zich Doe je mee aan de Vierdaagse, dan moet je tijdens je aanmelding aangeven of je een man of vrouw bent. Maar hoe zit het met mensen die zich niet identificeren als man of vrouw, zoals non-binaire personen? Komt daar een aparte categorie voor?",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-07,29
Conflict rond 'Tukkertje Sterre' escaleert,2024-07-16,International,Algemeen Dagblad,News,626,,626,"Netherlands, Kingdom of the","Gerben Kuitert, Wim Goorhuis",,,,Conflict rond 'Tukkertje Sterre' escaleert,"Conflict rond 'Tukkertje Sterre' escaleert Zorgverlener Ambulante Zorg Twekkelerveld heeft extra veiligheidsmaatregelen genomen bij een instelling voor beschermd wonen in Hengelo. In het pand wonen mensen met een verstandelijke beperking en andere psychische problematiek. De extra bewaking houdt rechtstreeks verband met de bedreiging van 'Tukkertje Sterre', één van de bewoners.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-07,29
"Vierdaagse moet ook voor non-binairen worden, vindt Roze Woensdag-baas: 'Dit is niet meer van deze tijd'",2024-07-17,International,Algemeen Dagblad,News,468,,468,"Netherlands, Kingdom of the",Daan Rieken,,,,"Vierdaagse moet ook voor non-binairen worden, vindt Roze Woensdag-baas: 'Dit is niet meer van deze tijd'","Vierdaagse moet ook voor non-binairen worden, vindt Roze Woensdag-baas: 'Dit is niet meer van deze tijd' Meedoen aan de Vierdaagse moet ook mogelijk zijn voor mensen die zich géén man of vrouw voelen. Daarvoor dient de marsleiding de optie te bieden om bij inschrijving naast m of v ook x te kunnen kiezen. Die oproep heeft Roze Woensdag-voorzitter Igor van der Vlist gedaan bij de opening van de roze feestdag. ,,Ik was best boos over de reactie van de wandelorganisatie.""",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-07,29
"Mijke overweegt weer man te worden na jaren vol intimidatie: 'Da's een vent, die moeten we afrossen!'",2024-07-18,International,Algemeen Dagblad,News,877,,877,"Netherlands, Kingdom of the",Erik Luiten,,,,"Mijke overweegt weer man te worden na jaren vol intimidatie: 'Da's een vent, die moeten we afrossen!'","Mijke overweegt weer man te worden na jaren vol intimidatie: 'Da's een vent, die moeten we afrossen!' Mijke Jansen (59) uit Tilburg overweegt weer man te worden na de zoveelste keer te zijn aangevallen op straat. Twee mannen dreven de transvrouw na een middag op een terras intimiderend in een hoekje en dreigden haar 'te gaan afrossen'. ,,De beslissing om alles terug te draaien, komt steeds dichterbij.""De Tilburgse heeft het allemaal al eens meegemaakt, vertelt ze een dag na het voorval. ,,Ik ben de afgelopen jaren uitgescholden, geslagen, zelfs met de dood bedreigd. In de supermarkt rijden winkelkarretjes vaker dan voorheen tegen mijn enkels en ben ik zelfs een keer in een bak met sperziebonen geduwd.""Deze voorvallen zijn zo ingrijpend dat ze het dagelijkse leven van Mijke voor een groot deel zijn gaan bepalen.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-07,29
Ik vraag me af of dit het me allemaal waard is?',2024-07-20,International,Algemeen Dagblad,News,938,Landelijk;Blz. 15,938,"Netherlands, Kingdom of the",,,,,Ik vraag me af of dit het me allemaal waard is?',"Ik vraag me af of dit het me allemaal waard is?' Mijke Jansen (59) uit Tilburg overweegt weer man te worden na de zoveelste keer te zijn aangevallen op straat. ,,De beslissing om alles terug te draaien, komt steeds dichterbij."" Mijke overweegt weer man te worden na aanhoudende intimidaties Erik Luiten Tilburg De Tilburgse heeft het allemaal al eens meegemaakt. ,,Ik ben de afgelopen jaren uitgescholden, geslagen, zelfs met de dood bedreigd. In de supermarkt rijden winkelkarretjes vaker dan voorheen tegen mijn enkels en ik ben zelfs een keer in een bak met sperziebonen geduwd.""",AD/Algemeen Dagblad,Krant,,,,,AD 2024 hele sample.XLSX,2024-07,29
In Kampen gaat het om de essentie van Pride: 'Pride is een protest',2024-07-20,International,Algemeen Dagblad,News,607,,607,"Netherlands, Kingdom of the",Daphne ten Klooster,,,,In Kampen gaat het om de essentie van Pride: 'Pride is een protest',"In Kampen gaat het om de essentie van Pride: 'Pride is een protest' Even was het de vraag of er wel een Pride parade zou zijn in Kampen. De dagen voorafgaand aan het lhbtiq+-evenement leek het erop dat het bij een besloten feest zou blijven. Want na de discussie over of Kampen en IJsselmuiden überhaupt wel klaar zijn voor een Pride zoals die in Amsterdam al jaren plaatsvindt, leek het stuk te lopen op de vergunningaanvraag. Maar dat was buiten Zwollenaar Berry gerekend.Richting het middaguur verschijnen steeds meer plukjes mensen uitgedost met regenboogvlaggen op station Kampen.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-07,29
"Elon Musk verklaart transdoch­ter 'dood', zij reageert furieus: 'Ik laat niet zomaar gebeuren dat je over mij liegt'",2024-07-26,International,Algemeen Dagblad,News,426,,426,"Netherlands, Kingdom of the",Edwin van der Aa,,,,"Elon Musk verklaart transdoch­ter 'dood', zij reageert furieus: 'Ik laat niet zomaar gebeuren dat je over mij liegt'","Elon Musk verklaart transdoch­ter 'dood', zij reageert furieus: 'Ik laat niet zomaar gebeuren dat je over mij liegt' Techmiljardair Elon Musk heeft bakken met kritiek, maar ook steun uit conservatieve hoek gekregen omdat hij zijn transgenderdochter begin deze week in een interview doodverklaarde. Nu reageert de jonge vrouw (20) ook zelf: ,,Mijn vader dacht vast dat ik dit onbetwist zou laten gaan.""",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-07,30
Non-binair Kamerlid Ines Kostic moest muren zelf breken: 'Zullen we er maar een vrouwtje van maken?',2024-07-31,International,Algemeen Dagblad,News,1033,,1033,"Netherlands, Kingdom of the",Wouter Peer,,,,Non-binair Kamerlid Ines Kostic moest muren zelf breken: 'Zullen we er maar een vrouwtje van maken?',"Non-binair Kamerlid Ines Kostic moest muren zelf breken: 'Zullen we er maar een vrouwtje van maken?' Vluchteling, veganist, non-binair, Bosnisch, Nederlands. PvdD-Kamerlid Ines Kostic (39) is niet in een hokje te duwen. Platgeslagen worden als enkel en alleen 'het eerste non-binaire Kamerlid' wil ze dan ook niet. ,,Ik ga er niet mee pronken, want het is gewoon wie ik ben.""",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-07,31
Van K3 tot Mister Leather: op deze 11 boten moet je letten tijdens de Canal Parade,2024-07-31,International,Algemeen Dagblad,News,1620,,1620,"Netherlands, Kingdom of the",Noah van der Breggen,,,,Van K3 tot Mister Leather: op deze 11 boten moet je letten tijdens de Canal Parade,"Van K3 tot Mister Leather: op deze 11 boten moet je letten tijdens de Canal Parade Een schip vol cosplayers, aandacht voor hiv-preventie en een speciale boot voor lhbtq's met een beperking: er is weer een hoop te zien tijdens de Canal Parade dit weekend. Deze elf opvallende boten mag je zeker niet missen. Boot #00: Stichting Pride Amsterdam De boodschap Elk jaar vaart de boot van Stichting Pride Amsterdam als eerste uit. Zij zetten zich als organisatie in voor de emancipatie en acceptatie van lhbtq's en mensen die zich niet aan de geijkte genderrollen willen of kunnen conformeren, zoals mannelijke vrouwen, vrouwelijke mannen en queers.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-07,31
"Ik red me wel, maar heel veel anderen lijden onder onbegrip'",2024-08-01,International,Algemeen Dagblad,News,1045,"Landelijk;Blz. 8, 9",1045,"Netherlands, Kingdom of the",WOUTER PEER,,,,"Ik red me wel, maar heel veel anderen lijden onder onbegrip'","Ik red me wel, maar heel veel anderen lijden onder onbegrip' Vluchteling, veganist, non-binair, Bosnisch, Nederlands, Kamerlid Ines Kostic (39) van de PvdD is niet in een hokje te duwen. Ze wil dus ook niet 'platgeslagen' worden als 'het eerste non-binaire Kamerlid'. Ines Kostic IS ER NIET MEE BEZIG DAT ZE HET EERSTE NON-BINAIRE TWEEDE KAMERLID IS, maar doorbreekt graag de muur van onbegrip die nog in Nederla... Geen mevrouw, geen meneer, maar dus 'lid' Kostic. Ze is non-binair, maar vindt het alsnog prima om zij of haar genoemd te worden 'want dat ben ik gewend'. ,, Ik vind het belangrijk dat mensen weten dat niet iedereen heel duidelijk past in de hokjes man of vrouw.'' ,,Ja, ik heb lang haar. Maar wat is daar nou precies vrouwelijk aan? Ik heb nu een spijkerbroek aan met sneakers. Dit draag ik ook vaak in de Kamer. Ik trek gewoon aan waar ik me goed in voel. Je zult mij nooit in een jurk of rok zien, tenzij misschien voor een verkleedpartij. Ik me er gewoon niet in thuis.''",AD/Algemeen Dagblad,Krant,,,,,AD 2024 hele sample.XLSX,2024-08,31
Appie is de studentenkat van Abstederdijk: 'Hij is non-binair en vegetariër',2024-08-02,International,Algemeen Dagblad,News,541,,541,"Netherlands, Kingdom of the",Berne Vendel,,,,Appie is de studentenkat van Abstederdijk: 'Hij is non-binair en vegetariër',"Appie is de studentenkat van Abstederdijk: 'Hij is non-binair en vegetariër' In het SSH-pand aan de Abstederdijk is gemiauw net zo normaal als klinkende bierflesjes. Zes huisgenoten zorgen samen voor hun kat Appie. Als zevende huisgenoot gaat Appie elke kamer rond en schuift geregeld aan bij het avondeten. Sinds vorig jaar augustus is kater Appie samen met Josephine Hilberink (23), Wiel Wijnen (26) en de andere huisgenoten een trotse bewoner van het SSH-huis, zoals de huizen van Stichting Studenten Huisvesting heten. Hoewel er geen vaste 'huisavond' is, eten ze toch regelmatig samen. Josephine legt uit: ""Omdat dit een iets ouder studentenhuis is, zijn er geen verplichtingen meer. Maar we zijn wel goede vrienden, dus je kunt altijd aanschuiven."" Abbadon",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-08,31
Érgens moet wel een grens liggen,2024-08-03,International,Algemeen Dagblad,News,461,Sportwereld;Blz. 2,461,"Netherlands, Kingdom of the",THIJS ZONNEVELD,,,,Érgens moet wel een grens liggen,"Érgens moet wel een grens liggen Column Thijs Zonneveld Het gevecht duurde zesenveertig tellen. Twee rake klappen en daarna was het over. Een Italiaanse in tranen, een statement van de internationale boksbond eroverheen. Daarna was er geen houden meer aan. Een paar minuten later was het hele internet kapot.",AD/Algemeen Dagblad,Krant,,,,,AD 2024 hele sample.XLSX,2024-08,31
"Marjanne mag je aanspreken met 'man, vrouw óf hen': 'Ik heb altijd gejojood: ik voel me man én vrouw'",2024-08-03,International,Algemeen Dagblad,News,1777,,1777,"Netherlands, Kingdom of the",Jacolijn Groesbeek,,,,"Marjanne mag je aanspreken met 'man, vrouw óf hen': 'Ik heb altijd gejojood: ik voel me man én vrouw'","Marjanne mag je aanspreken met 'man, vrouw óf hen': 'Ik heb altijd gejojood: ik voel me man én vrouw' Toen Ricky (64) tiener werd, besloot haar moeder dat ze voortaan Marjanne zou gaan heten, wat daarvoor precies de reden was weet Marjanne tot op de dag van vandaag niet. Marjanne is intersekse, ze is geboren met mannelijke én vrouwelijke geslachtskenmerken. Daar heeft zij nooit een geheim van gemaakt en het maakt haar ook nooit uit of ze 'man, vrouw of hen' wordt genoemd.  ,,In de jaren 70 vroeg niemand aan mij of ik man of vrouw was. Alles was toen veel vrijer. Pas toen ik ouder werd, dwong de maatschappij mij een keuze te maken."" Marjanne is een opvallende verschijning in Dordrecht met haar bloemige jurkje, blauwe oogschaduw, roodgelakte nagels, hakken en rossige lokken. Ze zit achter de toonbank van de tweedehandskledingwinkel aan de Voorstraat 163, de winkel heeft geen naam. ,,Dat komt doordat het eerst een tijdelijk project was, als een non-profitproject. Inmiddels zitten we hier al tien jaar en sta ik hier een paar dagen per week als vrijwilliger. Hiernaast restaureer ik antieke kunstvoorwerpen"", legt ze uit. Haar zwaardere stem en uitgesproken gelaatstrekken maken duidelijk dat ze intersekse is. ,,Ik ben hetzelfde als Raven van Dorst. Daar heb ik nooit een geheim van gemaakt"", verklaart ze.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-08,31
